degrees,values
30636,0.5878
30637,0.6018
30638,0.6157
30639,0.6293
30640,0.6428
30641,0.6561
30642,0.6691
30643,0.682
30644,0.6947
30645,0.7071
30646,0.7193
30647,0.7314
30648,0.7431
30649,0.7547
30650,0.766
30651,0.7771
30652,0.788
30653,0.7986
30654,0.809
30655,0.8192
30656,0.829
30657,0.8387
30658,0.848
30659,0.8572
30660,0.866
30661,0.8746
30662,0.8829
30663,0.891
30664,0.8988
30665,0.9063
30666,0.9135
30667,0.9205
30668,0.9272
30669,0.9336
30670,0.9397
30671,0.9455
30672,0.9511
30673,0.9563
30674,0.9613
30675,0.9659
30676,0.9703
30677,0.9744
30678,0.9781
30679,0.9816
30680,0.9848
30681,0.9877
30682,0.9903
30683,0.9925
30684,0.9945
30685,0.9962
30686,0.9976
30687,0.9986
30688,0.9994
30689,0.9998
30690,1.0
30691,0.9998
30692,0.9994
30693,0.9986
30694,0.9976
30695,0.9962
30696,0.9945
30697,0.9925
30698,0.9903
30699,0.9877
30700,0.9848
30701,0.9816
30702,0.9781
30703,0.9744
30704,0.9703
30705,0.9659
30706,0.9613
30707,0.9563
30708,0.9511
30709,0.9455
30710,0.9397
30711,0.9336
30712,0.9272
30713,0.9205
30714,0.9135
30715,0.9063
30716,0.8988
30717,0.891
30718,0.8829
30719,0.8746
30720,0.866
30721,0.8572
30722,0.848
30723,0.8387
30724,0.829
30725,0.8192
30726,0.809
30727,0.7986
30728,0.788
30729,0.7771
30730,0.766
30731,0.7547
30732,0.7431
30733,0.7314
30734,0.7193
30735,0.7071
30736,0.6947
30737,0.682
30738,0.6691
30739,0.6561
30740,0.6428
30741,0.6293
30742,0.6157
30743,0.6018
30744,0.5878
30745,0.5736
30746,0.5592
30747,0.5446
30748,0.5299
30749,0.515
30750,0.5
30751,0.4848
30752,0.4695
30753,0.454
30754,0.4384
30755,0.4226
30756,0.4067
30757,0.3907
30758,0.3746
30759,0.3584
30760,0.342
30761,0.3256
30762,0.309
30763,0.2924
30764,0.2756
30765,0.2588
30766,0.2419
30767,0.225
30768,0.2079
30769,0.1908
30770,0.1736
30771,0.1564
30772,0.1392
30773,0.1219
30774,0.1045
30775,0.0872
30776,0.0698
30777,0.0523
30778,0.0349
30779,0.0175
30780,0.0
30781,-0.0175
30782,-0.0349
30783,-0.0523
30784,-0.0698
30785,-0.0872
30786,-0.1045
30787,-0.1219
30788,-0.1392
30789,-0.1564
30790,-0.1736
30791,-0.1908
30792,-0.2079
30793,-0.225
30794,-0.2419
30795,-0.2588
30796,-0.2756
30797,-0.2924
30798,-0.309
30799,-0.3256
30800,-0.342
30801,-0.3584
30802,-0.3746
30803,-0.3907
30804,-0.4067
30805,-0.4226
30806,-0.4384
30807,-0.454
30808,-0.4695
30809,-0.4848
30810,-0.5
30811,-0.515
30812,-0.5299
30813,-0.5446
30814,-0.5592
30815,-0.5736
30816,-0.5878
30817,-0.6018
30818,-0.6157
30819,-0.6293
30820,-0.6428
30821,-0.6561
30822,-0.6691
30823,-0.682
30824,-0.6947
30825,-0.7071
30826,-0.7193
30827,-0.7314
30828,-0.7431
30829,-0.7547
30830,-0.766
30831,-0.7771
30832,-0.788
30833,-0.7986
30834,-0.809
30835,-0.8192
30836,-0.829
30837,-0.8387
30838,-0.848
30839,-0.8572
30840,-0.866
30841,-0.8746
30842,-0.8829
30843,-0.891
30844,-0.8988
30845,-0.9063
30846,-0.9135
30847,-0.9205
30848,-0.9272
30849,-0.9336
30850,-0.9397
30851,-0.9455
30852,-0.9511
30853,-0.9563
30854,-0.9613
30855,-0.9659
30856,-0.9703
30857,-0.9744
30858,-0.9781
30859,-0.9816
30860,-0.9848
30861,-0.9877
30862,-0.9903
30863,-0.9925
30864,-0.9945
30865,-0.9962
30866,-0.9976
30867,-0.9986
30868,-0.9994
30869,-0.9998
30870,-1.0
30871,-0.9998
30872,-0.9994
30873,-0.9986
30874,-0.9976
30875,-0.9962
30876,-0.9945
30877,-0.9925
30878,-0.9903
30879,-0.9877
30880,-0.9848
30881,-0.9816
30882,-0.9781
30883,-0.9744
30884,-0.9703
30885,-0.9659
30886,-0.9613
30887,-0.9563
30888,-0.9511
30889,-0.9455
30890,-0.9397
30891,-0.9336
30892,-0.9272
30893,-0.9205
30894,-0.9135
30895,-0.9063
30896,-0.8988
30897,-0.891
30898,-0.8829
30899,-0.8746
30900,-0.866
30901,-0.8572
30902,-0.848
30903,-0.8387
30904,-0.829
30905,-0.8192
30906,-0.809
30907,-0.7986
30908,-0.788
30909,-0.7771
30910,-0.766
30911,-0.7547
30912,-0.7431
30913,-0.7314
30914,-0.7193
30915,-0.7071
30916,-0.6947
30917,-0.682
30918,-0.6691
30919,-0.6561
30920,-0.6428
30921,-0.6293
30922,-0.6157
30923,-0.6018
30924,-0.5878
30925,-0.5736
30926,-0.5592
30927,-0.5446
30928,-0.5299
30929,-0.515
30930,-0.5
30931,-0.4848
30932,-0.4695
30933,-0.454
30934,-0.4384
30935,-0.4226
30936,-0.4067
30937,-0.3907
30938,-0.3746
30939,-0.3584
30940,-0.342
30941,-0.3256
30942,-0.309
30943,-0.2924
30944,-0.2756
30945,-0.2588
30946,-0.2419
30947,-0.225
30948,-0.2079
30949,-0.1908
30950,-0.1736
30951,-0.1564
30952,-0.1392
30953,-0.1219
30954,-0.1045
30955,-0.0872
30956,-0.0698
30957,-0.0523
30958,-0.0349
30959,-0.0175
30960,-0.0
30961,0.0175
30962,0.0349
30963,0.0523
30964,0.0698
30965,0.0872
30966,0.1045
30967,0.1219
30968,0.1392
30969,0.1564
30970,0.1736
30971,0.1908
30972,0.2079
30973,0.225
30974,0.2419
30975,0.2588
30976,0.2756
30977,0.2924
30978,0.309
30979,0.3256
30980,0.342
30981,0.3584
30982,0.3746
30983,0.3907
30984,0.4067
30985,0.4226
30986,0.4384
30987,0.454
30988,0.4695
30989,0.4848
30990,0.5
30991,0.515
30992,0.5299
30993,0.5446
30994,0.5592
30995,0.5736
30996,0.5878
30997,0.6018
30998,0.6157
30999,0.6293
31000,0.6428
31001,0.6561
31002,0.6691
31003,0.682
31004,0.6947
31005,0.7071
31006,0.7193
31007,0.7314
31008,0.7431
31009,0.7547
31010,0.766
31011,0.7771
31012,0.788
31013,0.7986
31014,0.809
31015,0.8192
31016,0.829
31017,0.8387
31018,0.848
31019,0.8572
31020,0.866
31021,0.8746
31022,0.8829
31023,0.891
31024,0.8988
31025,0.9063
31026,0.9135
31027,0.9205
31028,0.9272
31029,0.9336
31030,0.9397
31031,0.9455
31032,0.9511
31033,0.9563
31034,0.9613
31035,0.9659
31036,0.9703
31037,0.9744
31038,0.9781
31039,0.9816
31040,0.9848
31041,0.9877
31042,0.9903
31043,0.9925
31044,0.9945
31045,0.9962
31046,0.9976
31047,0.9986
31048,0.9994
31049,0.9998
31050,1.0
31051,0.9998
31052,0.9994
31053,0.9986
31054,0.9976
31055,0.9962
31056,0.9945
31057,0.9925
31058,0.9903
31059,0.9877
31060,0.9848
31061,0.9816
31062,0.9781
31063,0.9744
31064,0.9703
31065,0.9659
31066,0.9613
31067,0.9563
31068,0.9511
31069,0.9455
31070,0.9397
31071,0.9336
31072,0.9272
31073,0.9205
31074,0.9135
31075,0.9063
31076,0.8988
31077,0.891
31078,0.8829
31079,0.8746
31080,0.866
31081,0.8572
31082,0.848
31083,0.8387
31084,0.829
31085,0.8192
31086,0.809
31087,0.7986
31088,0.788
31089,0.7771
31090,0.766
31091,0.7547
31092,0.7431
31093,0.7314
31094,0.7193
31095,0.7071
31096,0.6947
31097,0.682
31098,0.6691
31099,0.6561
31100,0.6428
31101,0.6293
31102,0.6157
31103,0.6018
31104,0.5878
31105,0.5736
31106,0.5592
31107,0.5446
31108,0.5299
31109,0.515
31110,0.5
31111,0.4848
31112,0.4695
31113,0.454
31114,0.4384
31115,0.4226
31116,0.4067
31117,0.3907
31118,0.3746
31119,0.3584
31120,0.342
31121,0.3256
31122,0.309
31123,0.2924
31124,0.2756
31125,0.2588
31126,0.2419
31127,0.225
31128,0.2079
31129,0.1908
31130,0.1736
31131,0.1564
31132,0.1392
31133,0.1219
31134,0.1045
31135,0.0872
31136,0.0698
31137,0.0523
31138,0.0349
31139,0.0175
31140,0.0
31141,-0.0175
31142,-0.0349
31143,-0.0523
31144,-0.0698
31145,-0.0872
31146,-0.1045
31147,-0.1219
31148,-0.1392
31149,-0.1564
31150,-0.1736
31151,-0.1908
31152,-0.2079
31153,-0.225
31154,-0.2419
31155,-0.2588
31156,-0.2756
31157,-0.2924
31158,-0.309
31159,-0.3256
31160,-0.342
31161,-0.3584
31162,-0.3746
31163,-0.3907
31164,-0.4067
31165,-0.4226
31166,-0.4384
31167,-0.454
31168,-0.4695
31169,-0.4848
31170,-0.5
31171,-0.515
31172,-0.5299
31173,-0.5446
31174,-0.5592
31175,-0.5736
31176,-0.5878
31177,-0.6018
31178,-0.6157
31179,-0.6293
31180,-0.6428
31181,-0.6561
31182,-0.6691
31183,-0.682
31184,-0.6947
31185,-0.7071
31186,-0.7193
31187,-0.7314
31188,-0.7431
31189,-0.7547
31190,-0.766
31191,-0.7771
31192,-0.788
31193,-0.7986
31194,-0.809
31195,-0.8192
31196,-0.829
31197,-0.8387
31198,-0.848
31199,-0.8572
31200,-0.866
31201,-0.8746
31202,-0.8829
31203,-0.891
31204,-0.8988
31205,-0.9063
31206,-0.9135
31207,-0.9205
31208,-0.9272
31209,-0.9336
31210,-0.9397
31211,-0.9455
31212,-0.9511
31213,-0.9563
31214,-0.9613
31215,-0.9659
31216,-0.9703
31217,-0.9744
31218,-0.9781
31219,-0.9816
31220,-0.9848
31221,-0.9877
31222,-0.9903
31223,-0.9925
31224,-0.9945
31225,-0.9962
31226,-0.9976
31227,-0.9986
31228,-0.9994
31229,-0.9998
31230,-1.0
31231,-0.9998
31232,-0.9994
31233,-0.9986
31234,-0.9976
31235,-0.9962
31236,-0.9945
31237,-0.9925
31238,-0.9903
31239,-0.9877
31240,-0.9848
31241,-0.9816
31242,-0.9781
31243,-0.9744
31244,-0.9703
31245,-0.9659
31246,-0.9613
31247,-0.9563
31248,-0.9511
31249,-0.9455
31250,-0.9397
31251,-0.9336
31252,-0.9272
31253,-0.9205
31254,-0.9135
31255,-0.9063
31256,-0.8988
31257,-0.891
31258,-0.8829
31259,-0.8746
31260,-0.866
31261,-0.8572
31262,-0.848
31263,-0.8387
31264,-0.829
31265,-0.8192
31266,-0.809
31267,-0.7986
31268,-0.788
31269,-0.7771
31270,-0.766
31271,-0.7547
31272,-0.7431
31273,-0.7314
31274,-0.7193
31275,-0.7071
31276,-0.6947
31277,-0.682
31278,-0.6691
31279,-0.6561
31280,-0.6428
31281,-0.6293
31282,-0.6157
31283,-0.6018
31284,-0.5878
31285,-0.5736
31286,-0.5592
31287,-0.5446
31288,-0.5299
31289,-0.515
31290,-0.5
31291,-0.4848
31292,-0.4695
31293,-0.454
31294,-0.4384
31295,-0.4226
31296,-0.4067
31297,-0.3907
31298,-0.3746
31299,-0.3584
31300,-0.342
31301,-0.3256
31302,-0.309
31303,-0.2924
31304,-0.2756
31305,-0.2588
31306,-0.2419
31307,-0.225
31308,-0.2079
31309,-0.1908
31310,-0.1736
31311,-0.1564
31312,-0.1392
31313,-0.1219
31314,-0.1045
31315,-0.0872
31316,-0.0698
31317,-0.0523
31318,-0.0349
31319,-0.0175
31320,-0.0
31321,0.0175
31322,0.0349
31323,0.0523
31324,0.0698
31325,0.0872
31326,0.1045
31327,0.1219
31328,0.1392
31329,0.1564
31330,0.1736
31331,0.1908
31332,0.2079
31333,0.225
31334,0.2419
31335,0.2588
31336,0.2756
31337,0.2924
31338,0.309
31339,0.3256
31340,0.342
31341,0.3584
31342,0.3746
31343,0.3907
31344,0.4067
31345,0.4226
31346,0.4384
31347,0.454
31348,0.4695
31349,0.4848
31350,0.5
31351,0.515
31352,0.5299
31353,0.5446
31354,0.5592
31355,0.5736
31356,0.5878
31357,0.6018
31358,0.6157
31359,0.6293
31360,0.6428
31361,0.6561
31362,0.6691
31363,0.682
31364,0.6947
31365,0.7071
31366,0.7193
31367,0.7314
31368,0.7431
31369,0.7547
31370,0.766
31371,0.7771
31372,0.788
31373,0.7986
31374,0.809
31375,0.8192
31376,0.829
31377,0.8387
31378,0.848
31379,0.8572
31380,0.866
31381,0.8746
31382,0.8829
31383,0.891
31384,0.8988
31385,0.9063
31386,0.9135
31387,0.9205
31388,0.9272
31389,0.9336
31390,0.9397
31391,0.9455
31392,0.9511
31393,0.9563
31394,0.9613
31395,0.9659
31396,0.9703
31397,0.9744
31398,0.9781
31399,0.9816
31400,0.9848
31401,0.9877
31402,0.9903
31403,0.9925
31404,0.9945
31405,0.9962
31406,0.9976
31407,0.9986
31408,0.9994
31409,0.9998
31410,1.0
31411,0.9998
31412,0.9994
31413,0.9986
31414,0.9976
31415,0.9962
31416,0.9945
31417,0.9925
31418,0.9903
31419,0.9877
31420,0.9848
31421,0.9816
31422,0.9781
31423,0.9744
31424,0.9703
31425,0.9659
31426,0.9613
31427,0.9563
31428,0.9511
31429,0.9455
31430,0.9397
31431,0.9336
31432,0.9272
31433,0.9205
31434,0.9135
31435,0.9063
31436,0.8988
31437,0.891
31438,0.8829
31439,0.8746
31440,0.866
31441,0.8572
31442,0.848
31443,0.8387
31444,0.829
31445,0.8192
31446,0.809
31447,0.7986
31448,0.788
31449,0.7771
31450,0.766
31451,0.7547
31452,0.7431
31453,0.7314
31454,0.7193
31455,0.7071
31456,0.6947
31457,0.682
31458,0.6691
31459,0.6561
31460,0.6428
31461,0.6293
31462,0.6157
31463,0.6018
31464,0.5878
31465,0.5736
31466,0.5592
31467,0.5446
31468,0.5299
31469,0.515
31470,0.5
31471,0.4848
31472,0.4695
31473,0.454
31474,0.4384
31475,0.4226
31476,0.4067
31477,0.3907
31478,0.3746
31479,0.3584
31480,0.342
31481,0.3256
31482,0.309
31483,0.2924
31484,0.2756
31485,0.2588
31486,0.2419
31487,0.225
31488,0.2079
31489,0.1908
31490,0.1736
31491,0.1564
31492,0.1392
31493,0.1219
31494,0.1045
31495,0.0872
31496,0.0698
31497,0.0523
31498,0.0349
31499,0.0175
31500,-0.0
31501,-0.0175
31502,-0.0349
31503,-0.0523
31504,-0.0698
31505,-0.0872
31506,-0.1045
31507,-0.1219
31508,-0.1392
31509,-0.1564
31510,-0.1736
31511,-0.1908
31512,-0.2079
31513,-0.225
31514,-0.2419
31515,-0.2588
31516,-0.2756
31517,-0.2924
31518,-0.309
31519,-0.3256
31520,-0.342
31521,-0.3584
31522,-0.3746
31523,-0.3907
31524,-0.4067
31525,-0.4226
31526,-0.4384
31527,-0.454
31528,-0.4695
31529,-0.4848
31530,-0.5
31531,-0.515
31532,-0.5299
31533,-0.5446
31534,-0.5592
31535,-0.5736
31536,-0.5878
31537,-0.6018
31538,-0.6157
31539,-0.6293
31540,-0.6428
31541,-0.6561
31542,-0.6691
31543,-0.682
31544,-0.6947
31545,-0.7071
31546,-0.7193
31547,-0.7314
31548,-0.7431
31549,-0.7547
31550,-0.766
31551,-0.7771
31552,-0.788
31553,-0.7986
31554,-0.809
31555,-0.8192
31556,-0.829
31557,-0.8387
31558,-0.848
31559,-0.8572
31560,-0.866
31561,-0.8746
31562,-0.8829
31563,-0.891
31564,-0.8988
31565,-0.9063
31566,-0.9135
31567,-0.9205
31568,-0.9272
31569,-0.9336
31570,-0.9397
31571,-0.9455
31572,-0.9511
31573,-0.9563
31574,-0.9613
31575,-0.9659
31576,-0.9703
31577,-0.9744
31578,-0.9781
31579,-0.9816
31580,-0.9848
31581,-0.9877
31582,-0.9903
31583,-0.9925
31584,-0.9945
31585,-0.9962
31586,-0.9976
31587,-0.9986
31588,-0.9994
31589,-0.9998
31590,-1.0
31591,-0.9998
31592,-0.9994
31593,-0.9986
31594,-0.9976
31595,-0.9962
31596,-0.9945
31597,-0.9925
31598,-0.9903
31599,-0.9877
31600,-0.9848
31601,-0.9816
31602,-0.9781
31603,-0.9744
31604,-0.9703
31605,-0.9659
31606,-0.9613
31607,-0.9563
31608,-0.9511
31609,-0.9455
31610,-0.9397
31611,-0.9336
31612,-0.9272
31613,-0.9205
31614,-0.9135
31615,-0.9063
31616,-0.8988
31617,-0.891
31618,-0.8829
31619,-0.8746
31620,-0.866
31621,-0.8572
31622,-0.848
31623,-0.8387
31624,-0.829
31625,-0.8192
31626,-0.809
31627,-0.7986
31628,-0.788
31629,-0.7771
31630,-0.766
31631,-0.7547
31632,-0.7431
31633,-0.7314
31634,-0.7193
31635,-0.7071
31636,-0.6947
31637,-0.682
31638,-0.6691
31639,-0.6561
31640,-0.6428
31641,-0.6293
31642,-0.6157
31643,-0.6018
31644,-0.5878
31645,-0.5736
31646,-0.5592
31647,-0.5446
31648,-0.5299
31649,-0.515
31650,-0.5
31651,-0.4848
31652,-0.4695
31653,-0.454
31654,-0.4384
31655,-0.4226
31656,-0.4067
31657,-0.3907
31658,-0.3746
31659,-0.3584
31660,-0.342
31661,-0.3256
31662,-0.309
31663,-0.2924
31664,-0.2756
31665,-0.2588
31666,-0.2419
31667,-0.225
31668,-0.2079
31669,-0.1908
31670,-0.1736
31671,-0.1564
31672,-0.1392
31673,-0.1219
31674,-0.1045
31675,-0.0872
31676,-0.0698
31677,-0.0523
31678,-0.0349
31679,-0.0175
31680,0.0
31681,0.0175
31682,0.0349
31683,0.0523
31684,0.0698
31685,0.0872
31686,0.1045
31687,0.1219
31688,0.1392
31689,0.1564
31690,0.1736
31691,0.1908
31692,0.2079
31693,0.225
31694,0.2419
31695,0.2588
31696,0.2756
31697,0.2924
31698,0.309
31699,0.3256
31700,0.342
31701,0.3584
31702,0.3746
31703,0.3907
31704,0.4067
31705,0.4226
31706,0.4384
31707,0.454
31708,0.4695
31709,0.4848
31710,0.5
31711,0.515
31712,0.5299
31713,0.5446
31714,0.5592
31715,0.5736
31716,0.5878
31717,0.6018
31718,0.6157
31719,0.6293
31720,0.6428
31721,0.6561
31722,0.6691
31723,0.682
31724,0.6947
31725,0.7071
31726,0.7193
31727,0.7314
31728,0.7431
31729,0.7547
31730,0.766
31731,0.7771
31732,0.788
31733,0.7986
31734,0.809
31735,0.8192
31736,0.829
31737,0.8387
31738,0.848
31739,0.8572
31740,0.866
31741,0.8746
31742,0.8829
31743,0.891
31744,0.8988
31745,0.9063
31746,0.9135
31747,0.9205
31748,0.9272
31749,0.9336
31750,0.9397
31751,0.9455
31752,0.9511
31753,0.9563
31754,0.9613
31755,0.9659
31756,0.9703
31757,0.9744
31758,0.9781
31759,0.9816
31760,0.9848
31761,0.9877
31762,0.9903
31763,0.9925
31764,0.9945
31765,0.9962
31766,0.9976
31767,0.9986
31768,0.9994
31769,0.9998
31770,1.0
31771,0.9998
31772,0.9994
31773,0.9986
31774,0.9976
31775,0.9962
31776,0.9945
31777,0.9925
31778,0.9903
31779,0.9877
31780,0.9848
31781,0.9816
31782,0.9781
31783,0.9744
31784,0.9703
31785,0.9659
31786,0.9613
31787,0.9563
31788,0.9511
31789,0.9455
31790,0.9397
31791,0.9336
31792,0.9272
31793,0.9205
31794,0.9135
31795,0.9063
31796,0.8988
31797,0.891
31798,0.8829
31799,0.8746
31800,0.866
31801,0.8572
31802,0.848
31803,0.8387
31804,0.829
31805,0.8192
31806,0.809
31807,0.7986
31808,0.788
31809,0.7771
31810,0.766
31811,0.7547
31812,0.7431
31813,0.7314
31814,0.7193
31815,0.7071
31816,0.6947
31817,0.682
31818,0.6691
31819,0.6561
31820,0.6428
31821,0.6293
31822,0.6157
31823,0.6018
31824,0.5878
31825,0.5736
31826,0.5592
31827,0.5446
31828,0.5299
31829,0.515
31830,0.5
31831,0.4848
31832,0.4695
31833,0.454
31834,0.4384
31835,0.4226
31836,0.4067
31837,0.3907
31838,0.3746
31839,0.3584
31840,0.342
31841,0.3256
31842,0.309
31843,0.2924
31844,0.2756
31845,0.2588
31846,0.2419
31847,0.225
31848,0.2079
31849,0.1908
31850,0.1736
31851,0.1564
31852,0.1392
31853,0.1219
31854,0.1045
31855,0.0872
31856,0.0698
31857,0.0523
31858,0.0349
31859,0.0175
31860,-0.0
31861,-0.0175
31862,-0.0349
31863,-0.0523
31864,-0.0698
31865,-0.0872
31866,-0.1045
31867,-0.1219
31868,-0.1392
31869,-0.1564
31870,-0.1736
31871,-0.1908
31872,-0.2079
31873,-0.225
31874,-0.2419
31875,-0.2588
31876,-0.2756
31877,-0.2924
31878,-0.309
31879,-0.3256
31880,-0.342
31881,-0.3584
31882,-0.3746
31883,-0.3907
31884,-0.4067
31885,-0.4226
31886,-0.4384
31887,-0.454
31888,-0.4695
31889,-0.4848
31890,-0.5
31891,-0.515
31892,-0.5299
31893,-0.5446
31894,-0.5592
31895,-0.5736
31896,-0.5878
31897,-0.6018
31898,-0.6157
31899,-0.6293
31900,-0.6428
31901,-0.6561
31902,-0.6691
31903,-0.682
31904,-0.6947
31905,-0.7071
31906,-0.7193
31907,-0.7314
31908,-0.7431
31909,-0.7547
31910,-0.766
31911,-0.7771
31912,-0.788
31913,-0.7986
31914,-0.809
31915,-0.8192
31916,-0.829
31917,-0.8387
31918,-0.848
31919,-0.8572
31920,-0.866
31921,-0.8746
31922,-0.8829
31923,-0.891
31924,-0.8988
31925,-0.9063
31926,-0.9135
31927,-0.9205
31928,-0.9272
31929,-0.9336
31930,-0.9397
31931,-0.9455
31932,-0.9511
31933,-0.9563
31934,-0.9613
31935,-0.9659
31936,-0.9703
31937,-0.9744
31938,-0.9781
31939,-0.9816
31940,-0.9848
31941,-0.9877
31942,-0.9903
31943,-0.9925
31944,-0.9945
31945,-0.9962
31946,-0.9976
31947,-0.9986
31948,-0.9994
31949,-0.9998
31950,-1.0
31951,-0.9998
31952,-0.9994
31953,-0.9986
31954,-0.9976
31955,-0.9962
31956,-0.9945
31957,-0.9925
31958,-0.9903
31959,-0.9877
31960,-0.9848
31961,-0.9816
31962,-0.9781
31963,-0.9744
31964,-0.9703
31965,-0.9659
31966,-0.9613
31967,-0.9563
31968,-0.9511
31969,-0.9455
31970,-0.9397
31971,-0.9336
31972,-0.9272
31973,-0.9205
31974,-0.9135
31975,-0.9063
31976,-0.8988
31977,-0.891
31978,-0.8829
31979,-0.8746
31980,-0.866
31981,-0.8572
31982,-0.848
31983,-0.8387
31984,-0.829
31985,-0.8192
31986,-0.809
31987,-0.7986
31988,-0.788
31989,-0.7771
31990,-0.766
31991,-0.7547
31992,-0.7431
31993,-0.7314
31994,-0.7193
31995,-0.7071
31996,-0.6947
31997,-0.682
31998,-0.6691
31999,-0.6561
32000,-0.6428
32001,-0.6293
32002,-0.6157
32003,-0.6018
32004,-0.5878
32005,-0.5736
32006,-0.5592
32007,-0.5446
32008,-0.5299
32009,-0.515
32010,-0.5
32011,-0.4848
32012,-0.4695
32013,-0.454
32014,-0.4384
32015,-0.4226
32016,-0.4067
32017,-0.3907
32018,-0.3746
32019,-0.3584
32020,-0.342
32021,-0.3256
32022,-0.309
32023,-0.2924
32024,-0.2756
32025,-0.2588
32026,-0.2419
32027,-0.225
32028,-0.2079
32029,-0.1908
32030,-0.1736
32031,-0.1564
32032,-0.1392
32033,-0.1219
32034,-0.1045
32035,-0.0872
32036,-0.0698
32037,-0.0523
32038,-0.0349
32039,-0.0175
32040,0.0
32041,0.0175
32042,0.0349
32043,0.0523
32044,0.0698
32045,0.0872
32046,0.1045
32047,0.1219
32048,0.1392
32049,0.1564
32050,0.1736
32051,0.1908
32052,0.2079
32053,0.225
32054,0.2419
32055,0.2588
32056,0.2756
32057,0.2924
32058,0.309
32059,0.3256
32060,0.342
32061,0.3584
32062,0.3746
32063,0.3907
32064,0.4067
32065,0.4226
32066,0.4384
32067,0.454
32068,0.4695
32069,0.4848
32070,0.5
32071,0.515
32072,0.5299
32073,0.5446
32074,0.5592
32075,0.5736
32076,0.5878
32077,0.6018
32078,0.6157
32079,0.6293
32080,0.6428
32081,0.6561
32082,0.6691
32083,0.682
32084,0.6947
32085,0.7071
32086,0.7193
32087,0.7314
32088,0.7431
32089,0.7547
32090,0.766
32091,0.7771
32092,0.788
32093,0.7986
32094,0.809
32095,0.8192
32096,0.829
32097,0.8387
32098,0.848
32099,0.8572
32100,0.866
32101,0.8746
32102,0.8829
32103,0.891
32104,0.8988
32105,0.9063
32106,0.9135
32107,0.9205
32108,0.9272
32109,0.9336
32110,0.9397
32111,0.9455
